B_id,nest_D,nest_S,edge_D,edge_S,center_D,center_S
B1,0.15047007060040585,1.3976116950362156,0.4061584781233769,-1.0233313383584193,4.781816019266289,1.2954066609058614
B2,1.6487790061126164,-0.14184118587649852,-1.2951716004622131,-0.5787841680173234,1.7481476182583329,-3.570890197419832
B3,3.7522683913392516,-0.30067996556925536,-0.510815486875762,1.183615392092289,-1.9152827327887971,1.9584648878610773
B4,5.175468312596048,2.284299200897861,2.2723352876128615,2.747926199387532,1.3607299687626693,2.7649150845953727
B5,3.2858185334218497,1.9098571098666994,-0.2600784777577001,-1.8523373728526789,-2.3213291144027473,-12.062400040280636
B6,1.8986208236490087,2.790008760620318,2.794756322171195,2.152291277082835,-4.116665203301171,-1.9940253853835497
B7,4.947720269896762,1.4751419421859975,3.049211645700514,-0.06574355182739744,-6.160082562423273,-0.38753392896073
B8,2.2877899349363515,-0.29165876685720526,4.058438793618089,1.557143674128568,-0.3233859195658031,-4.172594776922134
B9,2.640209358177998,1.3038656400551263,1.9797976837434614,0.45563556391785376,-1.1397826093037917,-2.580617147463208
B10,2.9086872132682036,2.3606163002003893,2.048425250283188,2.2423281885698207,0.3074178532911951,-13.270217477003115
B11,5.498213698420953,2.908550296727447,1.2361466607457299,0.7299573716570107,4.3078670530537835,-0.5540134882997734
B12,2.716525581341773,2.680088069602111,4.742405280520854,4.625378377513928,3.322346369702938,-3.4597101124378042
B13,0.685215215907296,2.1553816080347405,5.987918409374716,3.6592357405379765,0.2343363255686004,1.1884786062712447
B14,4.6535436907058845,-2.2304903996387653,0.507617150370427,3.2516301546739967,6.564541638020845,2.6052749954788457
B15,4.493385871464505,4.191343209744737,1.7042350287838826,3.844471086769719,0.5863564277484716,-4.142308978630437
B16,1.5824880661253014,4.6073117958379,3.887606317311575,2.2521846457796606,-3.077543488592246,3.271747369928475
B17,5.154740096047453,0.5185818271543505,1.475557600593052,-3.457332404293034,2.139116352289369,-1.3305590542820358
B18,2.7916136174761332,3.141744802673167,9.134896047937508,1.8453026336220386,-0.36426991057234837,2.343435763024191
B19,4.372967675344443,4.6806544339769705,1.4705636954740848,7.639843419731967,5.582346098498974,1.7357855178716513
B20,3.75142893344438,4.597858931047748,3.1542048266637925,6.829551303856411,-0.24911734596474666,3.555322802943067
